"Year";"IsDayBin";"Month";"WindSpeed";"IrrDirect";"IrrDiffuse";"Temperature";"Percipitation";"SnowFlow";"SnowMass";"AirDensity";"RadSurface";"RadTop";"CloudCover"
"R25942";2018;Night;12;5.119;0;0;-3.945;0.129;0.129;27.276;1.276;0;0;0.995
"R25943";2018;Night;12;5.066;0;0;-4.123;0.153;0.152;27.42;1.276;0;0;0.997
"R25944";2018;Night;12;5.055;0;0;-4.313;0.198;0.198;27.6;1.277;0;0;0.997
"R25945";2018;Night;12;5.001;0;0;-4.43;0.219;0.219;27.816;1.277;0;0;0.997
"R25946";2018;Night;12;4.976;0;0;-4.533;0.188;0.188;28.02;1.277;0;0;0.997
"R25947";2018;Night;12;4.99;0;0;-4.67;0.166;0.166;28.195;1.278;0;0;0.997
"R25948";2018;Night;12;5.049;0;0;-4.861;0.13;0.13;28.344;1.278;0;0;0.996
"R25949";2018;Night;12;5.213;0;0;-5.246;0.096;0.096;28.456;1.278;0;0;0.995
"R25950";2018;Night;12;5.25;0;0;-5.619;0.081;0.081;28.545;1.278;0;0;0.992
"R25951";2018;Night;12;5.054;0;0;-5.827;0.076;0.076;28.626;1.278;0;0;0.993
"R25952";2018;Night;12;4.597;0;0;-5.905;0.064;0.064;28.698;1.279;0;0;0.994
"R25953";2018;Day;12;3.931;0.001;0.001;-5.653;0.044;0.044;28.752;1.279;1.673;13.873;0.992
"R25954";2018;Day;12;3.362;0.008;0.011;-5.212;0.026;0.026;28.786;1.279;18.387;93.995;0.981
"R25955";2018;Day;12;2.867;0.02;0.025;-4.753;0.013;0.013;28.805;1.28;39.971;149.509;0.954
"R25956";2018;Day;12;2.45;0.038;0.032;-4.429;0.007;0.007;28.814;1.28;52.711;161.959;0.921
"R25957";2018;Day;12;2.498;0.043;0.026;-4.503;0.006;0.006;28.821;1.28;43.934;130.558;0.896
"R25958";2018;Day;12;3;0.022;0.009;-5.088;0.006;0.006;28.827;1.28;15.99;57.398;0.865
"R25959";2018;Day;12;3.456;0;0;-6.058;0.006;0.006;28.833;1.281;0.072;0.451;0.833
"R25960";2018;Night;12;3.77;0;0;-6.975;0.007;0.007;28.841;1.283;0;0;0.856
"R25961";2018;Night;12;3.995;0;0;-7.782;0.007;0.007;28.85;1.285;0;0;0.895
"R25962";2018;Night;12;4.138;0;0;-8.314;0.006;0.006;28.858;1.288;0;0;0.893
"R25963";2018;Night;12;4.309;0;0;-8.743;0.004;0.004;28.865;1.291;0;0;0.871
"R25964";2018;Night;12;4.578;0;0;-9.228;0.003;0.003;28.87;1.293;0;0;0.823
"R25965";2018;Night;12;4.721;0;0;-9.621;0.002;0.002;28.874;1.296;0;0;0.67
"R25966";2018;Night;12;4.478;0;0;-9.815;0.001;0.001;28.877;1.297;0;0;0.331
"R25967";2018;Night;12;4.118;0;0;-10.107;0;0;28.879;1.298;0;0;0.076
"R25968";2018;Night;12;3.972;0;0;-10.642;0;0;28.881;1.299;0;0;0.036
"R25969";2018;Night;12;4.006;0;0;-11.172;0;0;28.883;1.301;0;0;0.021
"R25970";2018;Night;12;3.952;0;0;-11.404;0;0;28.885;1.302;0;0;0.023
"R25971";2018;Night;12;3.843;0;0;-11.516;0;0;28.887;1.303;0;0;0.026
"R25972";2018;Night;12;3.831;0;0;-11.763;0;0;28.888;1.305;0;0;0.028
"R25973";2018;Night;12;3.911;0;0;-12.069;0;0;28.89;1.306;0;0;0.029
"R25974";2018;Night;12;3.849;0;0;-12.155;0;0;28.892;1.307;0;0;0.027
"R25975";2018;Night;12;3.57;0;0;-12.008;0;0;28.894;1.308;0;0;0.023
"R25976";2018;Night;12;3.037;0;0;-11.666;0;0;28.895;1.309;0;0;0.02
"R25977";2018;Day;12;2.703;0.018;0.002;-11.791;0;0;28.896;1.31;4.296;13.449;0.028
"R25978";2018;Day;12;2.532;0.148;0.021;-11.678;0;0;28.897;1.312;42.602;93.151;0.092
"R25979";2018;Day;12;2.429;0.237;0.034;-11.036;0.001;0.001;28.898;1.312;75.968;148.644;0.182
"R25980";2018;Day;12;2.499;0.205;0.037;-10.312;0.005;0.004;28.901;1.312;78.67;161.147;0.286
"R25981";2018;Day;12;2.57;0.107;0.028;-9.875;0.011;0.011;28.909;1.31;53.209;129.745;0.345
"R25982";2018;Day;12;2.856;0.029;0.009;-9.911;0.021;0.021;28.926;1.308;16.045;56.601;0.512
"R25983";2018;Day;12;2.873;0;0;-10.087;0.029;0.029;28.953;1.308;0.045;0.39;0.548
"R25984";2018;Night;12;3.322;0;0;-10.11;0.029;0.029;28.983;1.307;0;0;0.555
"R25985";2018;Night;12;4.122;0;0;-10.2;0.032;0.032;29.016;1.306;0;0;0.557
"R25986";2018;Night;12;5.066;0;0;-10.522;0.032;0.032;29.051;1.306;0;0;0.593
"R25987";2018;Night;12;5.286;0;0;-10.405;0.039;0.039;29.093;1.306;0;0;0.73
"R25988";2018;Night;12;5.705;0;0;-10.154;0.044;0.044;29.137;1.307;0;0;0.914
"R25989";2018;Night;12;5.663;0;0;-9.383;0.042;0.042;29.186;1.307;0;0;0.972
"R25990";2018;Night;12;5.239;0;0;-8.912;0.038;0.038;29.228;1.308;0;0;0.977
"R25991";2018;Night;12;4.995;0;0;-8.818;0.049;0.048;29.268;1.308;0;0;0.952
"R25992";2018;Night;12;4.958;0;0;-8.788;0.071;0.07;29.326;1.308;0;0;0.964
"R25993";2018;Night;12;4.849;0;0;-8.673;0.105;0.104;29.411;1.307;0;0;0.965
"R25994";2018;Night;12;4.805;0;0;-8.553;0.161;0.16;29.543;1.306;0;0;0.903
"R25995";2018;Night;12;4.851;0;0;-8.274;0.188;0.188;29.719;1.304;0;0;0.894
"R25996";2018;Night;12;5.1;0;0;-7.576;0.213;0.212;29.919;1.299;0;0;0.956
"R25997";2018;Night;12;5.043;0;0;-6.95;0.216;0.216;30.134;1.295;0;0;0.984
"R25998";2018;Night;12;4.793;0;0;-6.411;0.204;0.204;30.341;1.293;0;0;0.993
"R25999";2018;Night;12;4.962;0;0;-5.938;0.185;0.185;30.532;1.29;0;0;0.992
"R26000";2018;Night;12;5.309;0;0;-5.321;0.163;0.163;30.701;1.286;0;0;0.994
"R26001";2018;Day;12;5.313;0;0.001;-4.867;0.149;0.149;30.851;1.283;1.026;13.125;0.996
"R26002";2018;Day;12;5.185;0.002;0.006;-4.327;0.143;0.143;30.992;1.281;9.902;92.495;0.996
"R26003";2018;Day;12;5.006;0.002;0.012;-3.74;0.136;0.136;31.123;1.279;18.171;148.009;0.997
"R26004";2018;Day;12;5.069;0.002;0.013;-3.293;0.119;0.118;31.239;1.276;20.085;160.522;0.997
"R26005";2018;Day;12;5.255;0.002;0.01;-2.93;0.101;0.101;31.335;1.274;15.42;129.093;0.997
"R26006";2018;Day;12;5.471;0.001;0.003;-2.681;0.101;0.101;31.426;1.272;5.34;55.978;0.997
"R26007";2018;Night;12;5.593;0;0;-2.495;0.121;0.121;31.53;1.27;0.009;0.35;0.998
"R26008";2018;Night;12;5.548;0;0;-2.324;0.156;0.156;31.664;1.269;0;0;0.998
"R26009";2018;Night;12;5.682;0;0;-2.177;0.185;0.185;31.832;1.268;0;0;0.998
"R26010";2018;Night;12;5.674;0;0;-1.98;0.198;0.198;32.02;1.267;0;0;0.997
"R26011";2018;Night;12;5.63;0;0;-1.801;0.196;0.195;32.211;1.266;0;0;0.997
"R26012";2018;Night;12;5.646;0;0;-1.602;0.197;0.197;32.4;1.265;0;0;0.997
"R26013";2018;Night;12;5.623;0;0;-1.404;0.205;0.205;32.597;1.264;0;0;0.997
"R26014";2018;Night;12;5.644;0;0;-1.214;0.206;0.205;32.795;1.263;0;0;0.996
"R26015";2018;Night;12;5.683;0;0;-1.044;0.243;0.242;33.013;1.262;0;0;0.996
"R26016";2018;Night;12;5.71;0;0;-0.914;0.304;0.303;33.28;1.261;0;0;0.995
"R26017";2018;Night;12;5.712;0;0;-0.83;0.35;0.344;33.6;1.26;0;0;0.995
"R26018";2018;Night;12;5.718;0;0;-0.776;0.339;0.333;33.932;1.26;0;0;0.995
"R26019";2018;Night;12;5.738;0;0;-0.763;0.287;0.278;34.225;1.26;0;0;0.992
"R26020";2018;Night;12;5.804;0;0;-0.788;0.271;0.266;34.488;1.26;0;0;0.989
"R26021";2018;Night;12;5.866;0;0;-0.83;0.268;0.266;34.751;1.259;0;0;0.98
"R26022";2018;Night;12;5.996;0;0;-0.911;0.253;0.253;35.01;1.26;0;0;0.881
"R26023";2018;Night;12;6.078;0;0;-0.98;0.217;0.217;35.243;1.261;0;0;0.706
"R26024";2018;Night;12;6.095;0;0;-1.109;0.185;0.184;35.442;1.262;0;0;0.589
"R26025";2018;Day;12;6.337;0.001;0.001;-1.215;0.16;0.16;35.613;1.263;1.607;12.892;0.596
"R26026";2018;Day;12;6.796;0.006;0.011;-1.056;0.155;0.155;35.762;1.263;17.165;92.026;0.633
"R26027";2018;Day;12;6.553;0.009;0.019;-0.924;0.16;0.159;35.902;1.263;30.995;147.572;0.718
"R26028";2018;Day;12;6.395;0.009;0.021;-0.873;0.173;0.171;36.041;1.262;33.626;160.042;0.841
"R26029";2018;Day;12;6.322;0.007;0.016;-0.923;0.185;0.183;36.19;1.262;25.191;128.646;0.882
"R26030";2018;Day;12;6.383;0.003;0.005;-1.1;0.197;0.197;36.365;1.263;8.127;55.541;0.892
"R26031";2018;Day;12;6.574;0;0;-1.331;0.196;0.195;36.552;1.264;0.022;0.322;0.934
"R26032";2018;Night;12;6.519;0;0;-1.555;0.209;0.209;36.746;1.265;0;0;0.971
"R26033";2018;Night;12;6.253;0;0;-1.798;0.203;0.203;36.949;1.266;0;0;0.996
"R26034";2018;Night;12;6.571;0;0;-1.987;0.184;0.184;37.134;1.267;0;0;0.998
"R26035";2018;Night;12;6.755;0;0;-2.129;0.166;0.166;37.295;1.268;0;0;0.998
"R26036";2018;Night;12;6.667;0;0;-2.303;0.161;0.161;37.445;1.269;0;0;0.998
"R26037";2018;Night;12;6.768;0;0;-2.46;0.163;0.163;37.595;1.27;0;0;0.997
"R26038";2018;Night;12;6.453;0;0;-2.67;0.167;0.167;37.749;1.271;0;0;0.993
"R26039";2018;Night;12;6.672;0;0;-2.91;0.174;0.174;37.912;1.272;0;0;0.983
"R26040";2018;Night;12;6.625;0;0;-3.147;0.167;0.167;38.075;1.272;0;0;0.953
"R26041";2018;Night;12;6.612;0;0;-3.387;0.147;0.147;38.226;1.273;0;0;0.898
"R26042";2018;Night;12;6.667;0;0;-3.611;0.126;0.126;38.356;1.273;0;0;0.803
"R26043";2018;Night;12;6.677;0;0;-3.815;0.113;0.113;38.471;1.274;0;0;0.704
"R26044";2018;Night;12;6.721;0;0;-3.982;0.105;0.105;38.577;1.274;0;0;0.632
"R26045";2018;Night;12;6.795;0;0;-4.076;0.096;0.096;38.675;1.274;0;0;0.6
"R26046";2018;Night;12;6.567;0;0;-4.185;0.093;0.093;38.765;1.274;0;0;0.59
"R26047";2018;Night;12;6.719;0;0;-4.253;0.099;0.099;38.859;1.274;0;0;0.637
"R26048";2018;Night;12;6.586;0;0;-4.318;0.099;0.099;38.956;1.274;0;0;0.69
"R26049";2018;Day;12;6.418;0.002;0.001;-4.343;0.088;0.088;39.047;1.274;1.949;12.75;0.713
"R26050";2018;Day;12;6.246;0.011;0.012;-4.257;0.075;0.075;39.121;1.273;20.446;91.745;0.685
"R26051";2018;Day;12;6.02;0.021;0.025;-4.064;0.071;0.071;39.182;1.272;40.278;147.269;0.665
"R26052";2018;Day;12;6.292;0.025;0.028;-3.856;0.068;0.068;39.234;1.271;46.211;159.772;0.673
"R26053";2018;Day;12;5.938;0.02;0.021;-3.827;0.056;0.056;39.28;1.27;34.796;128.396;0.657
"R26054";2018;Day;12;6.275;0.011;0.007;-4.011;0.046;0.046;39.321;1.27;12.443;55.291;0.638
"R26055";2018;Day;12;6.422;0;0;-4.398;0.036;0.036;39.359;1.271;0.035;0.307;0.571
"R26056";2018;Night;12;6.469;0;0;-4.744;0.031;0.031;39.391;1.272;0;0;0.532
"R26057";2018;Night;12;6.424;0;0;-5.083;0.029;0.029;39.422;1.273;0;0;0.539
"R26058";2018;Night;12;6.361;0;0;-5.43;0.026;0.026;39.45;1.275;0;0;0.541
"R26059";2018;Night;12;6.157;0;0;-5.86;0.034;0.034;39.482;1.276;0;0;0.553
"R26060";2018;Night;12;6.14;0;0;-6.319;0.029;0.029;39.517;1.278;0;0;0.628
"R26061";2018;Night;12;6.071;0;0;-6.649;0.028;0.028;39.549;1.279;0;0;0.761
"R26062";2018;Night;12;5.915;0;0;-6.844;0.031;0.031;39.581;1.28;0;0;0.866
"R26063";2018;Night;12;5.819;0;0;-6.894;0.03;0.03;39.613;1.28;0;0;0.894
"R26064";2018;Night;12;5.691;0;0;-6.98;0.025;0.025;39.641;1.281;0;0;0.827
"R26065";2018;Night;12;5.766;0;0;-7.228;0.017;0.017;39.667;1.281;0;0;0.746
"R26066";2018;Night;12;5.934;0;0;-7.665;0.014;0.014;39.69;1.281;0;0;0.726
"R26067";2018;Night;12;5.958;0;0;-8.271;0.013;0.013;39.712;1.281;0;0;0.769
"R26068";2018;Night;12;5.996;0;0;-8.511;0.007;0.007;39.73;1.282;0;0;0.76
"R26069";2018;Night;12;6.253;0;0;-9.132;0.005;0.005;39.744;1.281;0;0;0.722
"R26070";2018;Night;12;6.337;0;0;-9.941;0.005;0.005;39.758;1.281;0;0;0.716
"R26071";2018;Night;12;6.164;0;0;-9.98;0.006;0.006;39.773;1.281;0;0;0.697
"R26072";2018;Night;12;5.971;0;0;-9.882;0.006;0.006;39.786;1.281;0;0;0.648
"R26073";2018;Day;12;5.768;0.006;0.002;-9.785;0.005;0.005;39.797;1.281;3.004;12.7;0.607
"R26074";2018;Day;12;5.491;0.051;0.018;-9.328;0.004;0.004;39.806;1.281;31.577;91.651;0.565
"R26075";2018;Day;12;5.124;0.102;0.033;-8.474;0.003;0.003;39.812;1.281;60.526;147.197;0.543
"R26076";2018;Day;12;4.809;0.126;0.037;-7.787;0.004;0.004;39.817;1.28;69.493;159.709;0.578
"R26077";2018;Day;12;4.679;0.092;0.028;-7.768;0.005;0.005;39.823;1.28;51.602;128.334;0.666
"R26078";2018;Day;12;4.646;0.035;0.01;-8.448;0.005;0.005;39.83;1.28;17.307;55.228;0.708
"R26079";2018;Day;12;4.427;0;0;-9.01;0.006;0.006;39.838;1.281;0.057;0.303;0.784
"R26080";2018;Night;12;4.043;0;0;-8.856;0.007;0.007;39.847;1.281;0;0;0.862
"R26081";2018;Night;12;3.585;0;0;-8.413;0.01;0.01;39.858;1.282;0;0;0.892
"R26082";2018;Night;12;3.07;0;0;-8;0.008;0.008;39.868;1.282;0;0;0.91
"R26083";2018;Night;12;2.477;0;0;-7.687;0.006;0.006;39.875;1.283;0;0;0.924
"R26084";2018;Night;12;2.11;0;0;-7.587;0.005;0.005;39.881;1.283;0;0;0.933
"R26085";2018;Night;12;2.421;0;0;-7.668;0.005;0.005;39.887;1.284;0;0;0.937
"R26086";2018;Night;12;2.771;0;0;-7.943;0.006;0.006;39.892;1.284;0;0;0.941
"R26087";2018;Night;12;3.068;0;0;-8.22;0.01;0.01;39.901;1.285;0;0;0.941
"R26088";2018;Night;12;3.259;0;0;-8.462;0.013;0.013;39.914;1.285;0;0;0.907
"R26089";2018;Night;12;3.346;0;0;-8.507;0.011;0.011;39.928;1.285;0;0;0.838
"R26090";2018;Night;12;3.241;0;0;-8.407;0.007;0.007;39.938;1.285;0;0;0.727
"R26091";2018;Night;12;2.93;0;0;-8.228;0.004;0.004;39.944;1.285;0;0;0.675
"R26092";2018;Night;12;2.548;0;0;-8.147;0.006;0.006;39.95;1.285;0;0;0.727
"R26093";2018;Night;12;2.082;0;0;-8.06;0.014;0.014;39.96;1.286;0;0;0.821
"R26094";2018;Night;12;2.258;0;0;-8.227;0.026;0.026;39.981;1.287;0;0;0.846
"R26095";2018;Night;12;2.922;0;0;-8.59;0.033;0.033;40.012;1.289;0;0;0.798
"R26096";2018;Night;12;3.577;0;0;-9.336;0.032;0.032;40.046;1.291;0;0;0.698
"R26097";2018;Day;12;4.227;0.003;0.001;-10.241;0.026;0.026;40.077;1.293;2.246;12.733;0.644
"R26098";2018;Day;12;4.764;0.022;0.015;-10.646;0.014;0.014;40.099;1.295;24.964;91.724;0.554
"R26099";2018;Day;12;4.939;0.057;0.031;-10.011;0.01;0.01;40.113;1.298;52.824;147.28;0.461
"R26100";2018;Day;12;4.463;0.073;0.035;-9.177;0.006;0.006;40.121;1.298;60.886;159.834;0.401
"R26101";2018;Day;12;4.581;0.07;0.028;-9.098;0.003;0.003;40.125;1.297;48.86;128.433;0.355
"R26102";2018;Day;12;5.075;0.033;0.01;-9.919;0.001;0.001;40.129;1.297;17.539;55.34;0.361
"R26103";2018;Day;12;5.496;0;0;-11.344;0.001;0.001;40.134;1.297;0.052;0.309;0.301
"R26104";2018;Night;12;5.562;0;0;-11.997;0;0;40.14;1.296;0;0;0.184
"R26105";2018;Night;12;5.529;0;0;-12.538;0;0;40.144;1.295;0;0;0.032
"R26106";2018;Night;12;5.74;0;0;-13.386;0;0;40.148;1.295;0;0;0.02
"R26107";2018;Night;12;6.132;0;0;-14.237;0;0;40.153;1.297;0;0;0.014
"R26108";2018;Night;12;6.535;0;0;-14.95;0;0;40.158;1.3;0;0;0.01
"R26109";2018;Night;12;6.792;0;0;-15.15;0;0;40.162;1.303;0;0;0.008
"R26110";2018;Night;12;7.142;0;0;-15.765;0;0;40.166;1.309;0;0;0.005
"R26111";2018;Night;12;7.091;0;0;-16.271;0;0;40.17;1.314;0;0;0.021
"R26112";2018;Night;12;7.095;0;0;-16.905;0;0;40.176;1.319;0;0;0.256
"R26113";2018;Night;12;7.09;0;0;-17.007;0;0;40.182;1.324;0;0;0.776
"R26114";2018;Night;12;7.1;0;0;-17.434;0;0;40.188;1.327;0;0;0.951
"R26115";2018;Night;12;7.226;0;0;-17.471;0;0;40.194;1.331;0;0;0.966
"R26116";2018;Night;12;7.172;0;0;-17.219;0;0;40.2;1.333;0;0;0.935
"R26117";2018;Night;12;6.959;0;0;-17.28;0;0;40.206;1.333;0;0;0.942
"R26118";2018;Night;12;6.794;0;0;-17.52;0;0;40.212;1.333;0;0;0.95
"R26119";2018;Night;12;6.675;0;0;-17.359;0;0;40.218;1.333;0;0;0.959
"R26120";2018;Night;12;6.446;0;0;-16.893;0;0;40.224;1.331;0;0;0.969
"R26121";2018;Day;12;6.033;0.008;0.002;-16.089;0;0;40.23;1.327;3.491;12.856;0.968
"R26122";2018;Day;12;5.7;0.048;0.019;-14.643;0;0;40.235;1.323;32.348;92.005;0.978
"R26123";2018;Day;12;4.982;0.048;0.03;-12.457;0;0;40.237;1.32;50.83;147.581;0.983
"R26124";2018;Day;12;4.159;0.038;0.031;-10.751;0;0;40.231;1.316;52.058;160.105;0.987
"R26125";2018;Day;12;3.844;0.014;0.019;-10.01;0.002;0.002;40.228;1.312;30.488;128.745;0.994
"R26126";2018;Day;12;3.874;0.003;0.005;-9.578;0.016;0.016;40.236;1.309;7.625;55.632;0.995
"R26127";2018;Day;12;4.079;0;0;-9.268;0.045;0.045;40.268;1.306;0.022;0.327;0.996
"R26128";2018;Night;12;4.597;0;0;-8.801;0.09;0.09;40.34;1.301;0;0;0.996
"R26129";2018;Night;12;5.176;0;0;-8.004;0.109;0.109;40.447;1.295;0;0;0.995
"R26130";2018;Night;12;5.721;0;0;-7.043;0.062;0.062;40.531;1.289;0;0;0.994
"R26131";2018;Night;12;6.07;0;0;-5.811;0.049;0.048;40.575;1.283;0;0;0.992
"R26132";2018;Night;12;6.272;0;0;-4.597;0.082;0.081;40.633;1.277;0;0;0.99
"R26133";2018;Night;12;6.473;0;0;-3.312;0.081;0.053;40.711;1.27;0;0;0.991
"R26134";2018;Night;12;6.637;0;0;-2.266;0.036;0.022;40.757;1.264;0;0;0.991
"R26135";2018;Night;12;6.61;0;0;-1.464;0.017;0.008;40.744;1.26;0;0;0.992
"R26136";2018;Night;12;6.558;0;0;-0.866;0.006;0.004;40.707;1.257;0;0;0.981
"R26137";2018;Night;12;6.429;0;0;-0.494;0.004;0.003;40.671;1.256;0;0;0.981
"R26138";2018;Night;12;6.275;0;0;-0.28;0.002;0.002;40.644;1.255;0;0;0.981
"R26139";2018;Night;12;6.075;0;0;-0.21;0.004;0.004;40.622;1.256;0;0;0.983
"R26140";2018;Night;12;5.819;0;0;-0.208;0.009;0.009;40.606;1.256;0;0;0.988
"R26141";2018;Night;12;5.625;0;0;-0.248;0.015;0.015;40.595;1.257;0;0;0.992
"R26142";2018;Night;12;5.486;0;0;-0.311;0.02;0.02;40.593;1.258;0;0;0.993
"R26143";2018;Night;12;5.454;0;0;-0.454;0.021;0.021;40.597;1.259;0;0;0.994
"R26144";2018;Night;12;5.493;0;0;-0.514;0.017;0.017;40.602;1.26;0;0;0.997
"R26145";2018;Day;12;5.571;0.001;0.001;-0.44;0.012;0.012;40.599;1.26;1.737;13.073;0.995
"R26146";2018;Day;12;5.542;0.008;0.012;-0.292;0.01;0.01;40.586;1.26;19.349;92.469;0.99
"R26147";2018;Day;12;5.43;0.009;0.02;-0.149;0.009;0.009;40.571;1.259;31.227;148.072;0.994
"R26148";2018;Day;12;5.497;0.007;0.019;-0.029;0.005;0.005;40.538;1.258;30.096;160.605;0.996
"R26149";2018;Day;12;5.676;0.006;0.015;0.041;0.004;0.004;40.506;1.257;23.502;129.245;0.995
"R26150";2018;Day;12;5.841;0.003;0.005;0.07;0.004;0.004;40.485;1.256;8.412;56.119;0.991
"R26151";2018;Day;12;6.044;0;0;0.066;0.003;0.003;40.472;1.255;0.026;0.358;0.977
"R26152";2018;Night;12;6.212;0;0;0.05;0.003;0.003;40.459;1.254;0;0;0.963
"R26153";2018;Night;12;6.351;0;0;-0.059;0.004;0.004;40.45;1.253;0;0;0.957
"R26154";2018;Night;12;7.299;0;0;-0.183;0.001;0.001;40.442;1.252;0;0;0.954
"R26155";2018;Night;12;7.482;0;0;-0.403;0.001;0.001;40.431;1.251;0;0;0.95
"R26156";2018;Night;12;7.46;0;0;-1.476;0.002;0.002;40.428;1.251;0;0;0.843
"R26157";2018;Night;12;7.465;0;0;-2.672;0.002;0.002;40.44;1.253;0;0;0.66
"R26158";2018;Night;12;7.195;0;0;-3.521;0.003;0.003;40.457;1.256;0;0;0.56
"R26159";2018;Night;12;6.862;0;0;-4.97;0.003;0.003;40.472;1.259;0;0;0.519
"R26160";2018;Night;12;6.759;0;0;-6.066;0.002;0.002;40.487;1.262;0;0;0.756
"R26161";2018;Night;12;6.559;0;0;-6.213;0.001;0.001;40.501;1.264;0;0;0.898
"R26162";2018;Night;12;6.225;0;0;-5.716;0.001;0.001;40.511;1.265;0;0;0.948
"R26163";2018;Night;12;5.978;0;0;-5.112;0.001;0.001;40.519;1.264;0;0;0.933
"R26164";2018;Night;12;5.927;0;0;-4.82;0.001;0.001;40.526;1.264;0;0;0.841
"R26165";2018;Night;12;5.823;0;0;-4.566;0.002;0.001;40.533;1.263;0;0;0.818
"R26166";2018;Night;12;5.366;0;0;-3.811;0.002;0.001;40.541;1.262;0;0;0.916
"R26167";2018;Night;12;4.629;0;0;-2.72;0.001;0.001;40.545;1.261;0;0;0.949
"R26168";2018;Night;12;4.241;0;0;-1.963;0.001;0;40.549;1.259;0;0;0.943
"R26169";2018;Day;12;4.101;0.002;0.001;-1.465;0.027;0;40.561;1.258;2.478;13.38;0.983
"R26170";2018;Day;12;4.083;0.005;0.01;-0.833;0.178;0.001;40.663;1.256;15.794;93.12;0.993
"R26171";2018;Day;12;4.241;0.003;0.013;-0.605;0.359;0.003;40.95;1.255;20.345;148.759;0.994
"R26172";2018;Day;12;4.911;0.003;0.014;-0.352;0.432;0.006;41.305;1.253;22.002;161.292;0.994
"R26173";2018;Day;12;5.618;0.003;0.011;-0.166;0.268;0.014;41.378;1.25;17.786;129.933;0.996
"R26174";2018;Day;12;6.113;0.002;0.004;-0.071;0.054;0.006;41.341;1.249;7.064;56.773;0.992
"R26175";2018;Day;12;6.436;0;0;-0.065;0.011;0.001;41.294;1.248;0.041;0.402;0.99
"R26176";2018;Night;12;6.348;0;0;-0.042;0.007;0.001;41.26;1.248;0;0;0.994
"R26177";2018;Night;12;6.23;0;0;-0.014;0.008;0.004;41.18;1.248;0;0;0.994
"R26178";2018;Night;12;6.144;0;0;-0.001;0.011;0.008;41.043;1.247;0;0;0.994
"R26179";2018;Night;12;6.021;0;0;0.015;0.014;0.011;40.883;1.246;0;0;0.995
"R26180";2018;Night;12;5.771;0;0;0.018;0.014;0.012;40.745;1.246;0;0;0.987
"R26181";2018;Night;12;5.424;0;0;-0.021;0.015;0.014;40.663;1.246;0;0;0.885
"R26182";2018;Night;12;4.924;0;0;-0.088;0.017;0.017;40.664;1.247;0;0;0.91
"R26183";2018;Night;12;4.474;0;0;-0.039;0.017;0.017;40.678;1.247;0;0;0.911
"R26184";2018;Night;12;4.091;0;0;-0.388;0.019;0.019;40.695;1.248;0;0;0.971
"R26185";2018;Night;12;3.662;0;0;-0.501;0.017;0.017;40.714;1.25;0;0;0.981
"R26186";2018;Night;12;3.142;0;0;-0.405;0.015;0.015;40.731;1.251;0;0;0.994
"R26187";2018;Night;12;2.657;0;0;-0.365;0.026;0.025;40.751;1.253;0;0;0.996
"R26188";2018;Night;12;2.427;0;0;-0.452;0.025;0.023;40.776;1.254;0;0;0.986
"R26189";2018;Night;12;2.604;0;0;-0.821;0.019;0.015;40.796;1.255;0;0;0.982
"R26190";2018;Night;12;2.803;0;0;-1.258;0.024;0.013;40.817;1.257;0;0;0.992
"R26191";2018;Night;12;2.779;0;0;-1.565;0.029;0.018;40.843;1.259;0;0;0.995
"R26192";2018;Night;12;2.532;0;0;-1.938;0.018;0.014;40.864;1.261;0;0;0.995
"R26193";2018;Day;12;2.254;0.001;0.001;-2.213;0.015;0.007;40.879;1.262;1.554;13.784;0.924
"R26194";2018;Day;12;2.6;0.014;0.013;-2.416;0.016;0.007;40.895;1.262;22.048;93.942;0.711
"R26195";2018;Day;12;3.459;0.04;0.029;-2.521;0.015;0.011;40.907;1.26;49.097;149.592;0.492
"R26196";2018;Day;12;4.073;0.065;0.035;-2.283;0.016;0.009;40.918;1.257;61.075;162.167;0.426
"R26197";2018;Day;12;4.465;0.055;0.028;-2.071;0.011;0.005;40.929;1.255;47.796;130.803;0.623
"R26198";2018;Day;12;4.995;0.014;0.008;-2.261;0.004;0.003;40.938;1.252;14.185;57.628;0.796
"R26199";2018;Day;12;5.321;0;0;-2.449;0.002;0.002;40.945;1.25;0.051;0.466;0.865
"R26200";2018;Night;12;5.757;0;0;-2.416;0.003;0.001;40.952;1.248;0;0;0.755
"R26201";2018;Night;12;6.151;0;0;-2.327;0.003;0.001;40.962;1.246;0;0;0.402
"R26202";2018;Night;12;6.423;0;0;-2.81;0.001;0.001;40.974;1.246;0;0;0.117
"R26203";2018;Night;12;6.523;0;0;-3.378;0;0;40.985;1.246;0;0;0.09
"R26204";2018;Night;12;6.807;0;0;-3.773;0;0;40.997;1.247;0;0;0.071
"R26205";2018;Night;12;7.285;0;0;-4.236;0;0;41.009;1.249;0;0;0.057
"R26206";2018;Night;12;7.356;0;0;-4.361;0;0;41.021;1.252;0;0;0.042
"R26207";2018;Night;12;7.297;0;0;-4.567;0;0;41.033;1.255;0;0;0.033
"R26208";2018;Night;12;7.308;0;0;-4.796;0;0;41.043;1.259;0;0;0.028
"R26209";2018;Night;12;7.18;0;0;-4.793;0;0;41.053;1.263;0;0;0.02
"R26210";2018;Night;12;7.131;0;0;-4.722;0;0;41.064;1.266;0;0;0.016
"R26211";2018;Night;12;7.207;0;0;-4.999;0;0;41.077;1.268;0;0;0.015
